t (s),r (°),x (°),u_in (°),Kp,Ki,Kd
53.215,0,1,-1.899999976158142,1.9,0,0.2
53.235,0,1,18.100000381469727,1.9,0,0.2
53.255,0,1,-1.899999976158142,1.9,0,0.2
53.275,0,1.5,-22.850000381469727,1.9,0,0.2
53.295,0,1.5,-2.8499999046325684,1.9,0,0.2
53.315,0,1.5,-22.850000381469727,1.9,0,0.2
53.335,0,1.5,-2.8499999046325684,1.9,0,0.2
53.355,0,1.5,-2.8499999046325684,1.9,0,0.2
53.375,0,1.5,-2.8499999046325684,1.9,0,0.2
53.395,0,1.5,-2.8499999046325684,1.9,0,0.2
53.415,0,1.5,-2.8499999046325684,1.9,0,0.2
53.435,0,2,-3.799999952316284,1.9,0,0.2
53.455,0,2,-3.799999952316284,1.9,0,0.2
53.475,0,3,-5.699999809265137,1.9,0,0.2
53.495,0,3.5,-6.650000095367432,1.9,0,0.2
53.515,0,3.5,-6.650000095367432,1.9,0,0.2
53.535,0,3.5,-6.650000095367432,1.9,0,0.2
53.555,0,3,14.300000190734863,1.9,0,0.2
53.575,0,3,-5.699999809265137,1.9,0,0.2
53.595,0,3,-5.699999809265137,1.9,0,0.2
53.615,0,3,-5.699999809265137,1.9,0,0.2
53.635,0,3,-5.699999809265137,1.9,0,0.2
53.655,0,3.5,-6.650000095367432,1.9,0,0.2
53.675,0,3.5,-6.650000095367432,1.9,0,0.2
53.695,0,3.5,-6.650000095367432,1.9,0,0.2
53.715,0,3,14.300000190734863,1.9,0,0.2
53.735,0,3,-5.699999809265137,1.9,0,0.2
53.755,0,3,-5.699999809265137,1.9,0,0.2
53.775,0,3,-5.699999809265137,1.9,0,0.2
53.795,0,2.5,15.25,1.9,0,0.2
53.815,0,2,-3.799999952316284,1.9,0,0.2
53.835,0,2,-3.799999952316284,1.9,0,0.2
53.855,0,2,-3.799999952316284,1.9,0,0.2
53.875,0,2,-3.799999952316284,1.9,0,0.2
53.895,0,2,-3.799999952316284,1.9,0,0.2
53.915,0,3,-25.700000762939453,1.9,0,0.2
53.935,0,3,-5.699999809265137,1.9,0,0.2
53.955,0,3,-5.699999809265137,1.9,0,0.2
53.975,0,3,-5.699999809265137,1.9,0,0.2
53.995,0,3,-5.699999809265137,1.9,0,0.2
54.015,0,3,-5.699999809265137,1.9,0,0.2
54.035,0,3,-5.699999809265137,1.9,0,0.2
54.055,0,3.5,-6.650000095367432,1.9,0,0.2
